country,date,cases,deaths,schools,events,gatherings,venues,borders,lockdown,homeoffice,new_cases,incidence_rate,weekday,country_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday
Alaska,2020-03-12,NA,0,0,0,0,0,0,0,1,1,NA,thursday,1,0,0,0,1,0,0,0
Alaska,2020-03-13,1,0,0,0,0,0,0,0,1,0,0,friday,1,0,0,0,0,1,0,0
Alaska,2020-03-14,1,0,0,0,0,0,0,0,1,0,0,saturday,1,0,0,0,0,0,1,0
Alaska,2020-03-15,1,0,0,0,0,0,0,0,1,0,0,sunday,1,0,0,0,0,0,0,1
Alaska,2020-03-16,1,0,0,1,0,0,0,0,1,3,3,monday,1,1,0,0,0,0,0,0
Alaska,2020-03-17,4,0,0,1,1,0,0,0,1,5,1.25,tuesday,1,0,1,0,0,0,0,0
Alaska,2020-03-18,9,0,0,1,1,0,1,0,1,3,0.333333333,wednesday,1,0,0,1,0,0,0,0
Alaska,2020-03-19,12,0,0,1,1,0,1,0,1,3,0.25,thursday,1,0,0,0,1,0,0,0
Alaska,2020-03-20,15,0,0,1,1,0,1,0,1,1,0.066666667,friday,1,0,0,0,0,1,0,0
Alaska,2020-03-21,16,0,0,1,1,0,1,0,1,10,0.625,saturday,1,0,0,0,0,0,1,0
Alaska,2020-03-22,26,0,0,1,1,1,1,0,1,13,0.5,sunday,1,0,0,0,0,0,0,1
Alaska,2020-03-23,39,0,0,1,1,1,1,0,1,4,0.102564103,monday,1,1,0,0,0,0,0,0
Alaska,2020-03-24,43,0,0,1,1,1,1,0,1,7,0.162790698,tuesday,1,0,1,0,0,0,0,0
Alaska,2020-03-25,50,1,0,1,1,1,1,0,1,14,0.28,wednesday,1,0,0,1,0,0,0,0
Alaska,2020-03-26,64,1,0,1,1,1,1,0,1,11,0.171875,thursday,1,0,0,0,1,0,0,0
Alaska,2020-03-27,75,1,0,1,1,1,1,0,1,17,0.226666667,friday,1,0,0,0,0,1,0,0
Alaska,2020-03-28,92,2,1,1,1,1,1,0,1,19,0.206521739,saturday,1,0,0,0,0,0,1,0
Alaska,2020-03-29,111,2,1,1,1,1,1,0,1,8,0.072072072,sunday,1,0,0,0,0,0,0,1
Alaska,2020-03-30,119,3,1,1,1,1,1,0,1,10,0.084033613,monday,1,1,0,0,0,0,0,0
Alaska,2020-03-31,129,3,1,1,1,1,1,0,1,13,0.100775194,tuesday,1,0,1,0,0,0,0,0
Alaska,2020-04-01,142,3,1,1,1,1,1,0,1,8,0.056338028,wednesday,1,0,0,1,0,0,0,0
Alaska,2020-04-02,150,3,1,1,1,1,1,0,1,11,0.073333333,thursday,1,0,0,0,1,0,0,0
Alaska,2020-04-03,161,3,1,1,1,1,1,0,1,11,0.068322981,friday,1,0,0,0,0,1,0,0
Alaska,2020-04-04,172,5,1,1,1,1,1,0,1,15,0.087209302,saturday,1,0,0,0,0,0,1,0
Alaska,2020-04-05,187,6,1,1,1,1,1,0,1,6,0.032085561,sunday,1,0,0,0,0,0,0,1
Alaska,2020-04-06,193,6,1,1,1,1,1,0,1,22,0.113989637,monday,1,1,0,0,0,0,0,0
Alaska,2020-04-07,215,6,1,1,1,1,1,0,1,13,0.060465116,tuesday,1,0,1,0,0,0,0,0
Alaska,2020-04-08,228,7,1,1,1,1,1,0,1,10,0.043859649,wednesday,1,0,0,1,0,0,0,0
Alaska,2020-04-09,238,7,1,1,1,1,1,0,1,11,0.046218487,thursday,1,0,0,0,1,0,0,0
Alaska,2020-04-10,249,7,1,1,1,1,1,0,1,12,0.048192771,friday,1,0,0,0,0,1,0,0
Alaska,2020-04-11,261,8,1,1,1,1,1,0,1,15,0.057471264,saturday,1,0,0,0,0,0,1,0
Alaska,2020-04-12,276,8,1,1,1,1,1,0,1,5,0.018115942,sunday,1,0,0,0,0,0,0,1
Alaska,2020-04-13,281,8,1,1,1,1,1,0,1,8,0.028469751,monday,1,1,0,0,0,0,0,0
Alaska,2020-04-14,289,9,1,1,1,1,1,0,1,8,0.027681661,tuesday,1,0,1,0,0,0,0,0
Alaska,2020-04-15,297,9,1,1,1,1,1,0,1,8,0.026936027,wednesday,1,0,0,1,0,0,0,0
Alaska,2020-04-16,305,9,1,1,1,1,1,0,1,9,0.029508197,thursday,1,0,0,0,1,0,0,0
Alaska,2020-04-17,314,9,1,1,1,1,1,0,1,5,0.015923567,friday,1,0,0,0,0,1,0,0
Alaska,2020-04-18,319,9,1,1,1,1,1,0,1,5,0.015673981,saturday,1,0,0,0,0,0,1,0
Alaska,2020-04-19,324,9,1,1,1,1,1,0,1,2,0.00617284,sunday,1,0,0,0,0,0,0,1
Alaska,2020-04-20,326,9,1,1,1,1,1,0,1,8,0.024539877,monday,1,1,0,0,0,0,0,0
Alaska,2020-04-21,334,9,1,1,1,1,1,0,1,6,0.017964072,tuesday,1,0,1,0,0,0,0,0
Alaska,2020-04-22,340,9,1,1,1,1,1,0,1,2,0.005882353,wednesday,1,0,0,1,0,0,0,0
Alaska,2020-04-23,342,9,1,1,1,1,1,0,1,2,0.005847953,thursday,1,0,0,0,1,0,0,0
Alaska,2020-04-24,344,9,1,1,1,1,1,1,1,0,0,friday,1,0,0,0,0,1,0,0
Alaska,2020-04-25,344,9,1,1,1,1,1,1,1,2,0.005813953,saturday,1,0,0,0,0,0,1,0
Alaska,2020-04-26,346,9,1,1,1,1,1,1,1,4,0.011560694,sunday,1,0,0,0,0,0,0,1
Alaska,2020-04-27,350,9,1,1,1,1,1,1,1,6,0.017142857,monday,1,1,0,0,0,0,0,0
Alaska,2020-04-28,356,9,1,1,1,1,1,1,1,4,0.011235955,tuesday,1,0,1,0,0,0,0,0
Alaska,2020-04-29,360,9,1,1,1,1,1,1,1,0,0,wednesday,1,0,0,1,0,0,0,0
Alaska,2020-04-30,360,9,1,1,1,1,1,1,1,9,0.025,thursday,1,0,0,0,1,0,0,0
Alaska,2020-05-01,369,9,1,1,1,1,1,1,1,1,0.002710027,friday,1,0,0,0,0,1,0,0
Alaska,2020-05-02,370,9,1,1,1,1,1,1,1,3,0.008108108,saturday,1,0,0,0,0,0,1,0
Alaska,2020-05-03,373,9,1,1,1,1,1,1,1,2,0.00536193,sunday,1,0,0,0,0,0,0,1
Alaska,2020-05-04,375,9,1,1,1,1,1,1,1,1,0.002666667,monday,1,1,0,0,0,0,0,0
Alaska,2020-05-05,376,9,1,1,1,1,1,1,1,1,0.002659574,tuesday,1,0,1,0,0,0,0,0
Alaska,2020-05-06,378,10,1,1,1,1,1,1,1,2,0.005291005,wednesday,1,0,0,1,0,0,0,0
Alaska,2020-05-07,380,10,1,1,1,1,1,1,1,3,0.007894737,thursday,1,0,0,0,1,0,0,0
Alaska,2020-05-08,377,10,1,1,1,1,1,1,1,2,0.00530504,friday,1,0,0,0,0,1,0,0
Alaska,2020-05-09,385,10,1,1,1,1,1,1,1,1,0.002597403,saturday,1,0,0,0,0,0,1,0
Alaska,2020-05-10,386,10,1,1,1,1,1,1,1,0,0,sunday,1,0,0,0,0,0,0,1
Alaska,2020-05-11,379,10,1,1,1,1,1,1,1,4,0.01055409,monday,1,1,0,0,0,0,0,0
Alaska,2020-05-12,383,10,1,1,1,1,1,1,1,0,0,tuesday,1,0,1,0,0,0,0,0
Alaska,2020-05-13,383,10,1,1,1,1,1,1,1,0,0,wednesday,1,0,0,1,0,0,0,0
Alaska,2020-05-14,383,10,1,1,1,1,1,1,1,2,0.005221932,thursday,1,0,0,0,1,0,0,0
Alaska,2020-05-15,398,10,1,1,1,1,1,1,1,0,0,friday,1,0,0,0,0,1,0,0
Alaska,2020-05-16,388,10,1,1,1,1,1,1,1,0,0,saturday,1,0,0,0,0,0,1,0
Alaska,2020-05-17,388,10,1,1,1,1,1,1,1,0,0,sunday,1,0,0,0,0,0,0,1
Alaska,2020-05-18,388,10,1,1,1,1,1,1,1,12,0.030927835,monday,1,1,0,0,0,0,0,0
Alaska,2020-05-19,400,10,1,1,1,1,1,1,1,1,0.0025,tuesday,1,0,1,0,0,0,0,0
Alaska,2020-05-20,401,10,1,1,1,1,1,1,1,0,0,wednesday,1,0,0,1,0,0,0,0
Alaska,2020-05-21,401,10,1,1,1,1,1,1,1,2,0.004987531,thursday,1,0,0,0,1,0,0,0
Alaska,2020-05-22,403,10,1,1,1,1,1,1,1,4,0.009925558,friday,1,0,0,0,0,1,0,0
Alaska,2020-05-23,407,10,1,1,1,1,1,1,1,0,0,saturday,1,0,0,0,0,0,1,0
Alaska,2020-05-24,407,10,1,1,1,1,1,1,1,1,0.002457002,sunday,1,0,0,0,0,0,0,1
Alaska,2020-05-25,408,10,1,1,1,1,1,1,1,2,0.004901961,monday,1,1,0,0,0,0,0,0
Alaska,2020-05-26,410,10,1,1,1,1,1,1,1,1,0.002439024,tuesday,1,0,1,0,0,0,0,0
Alaska,2020-05-27,431,10,1,1,1,1,1,1,1,13,0.030162413,wednesday,1,0,0,1,0,0,0,0
Alaska,2020-05-28,424,10,1,1,1,1,1,1,1,5,0.011792453,thursday,1,0,0,0,1,0,0,0
Alaska,2020-05-29,429,10,1,1,1,1,1,1,1,4,0.009324009,friday,1,0,0,0,0,1,0,0
Alaska,2020-05-30,433,10,1,1,1,1,1,1,1,26,0.060046189,saturday,1,0,0,0,0,0,1,0
Alaska,2020-05-31,459,10,1,1,1,1,1,1,1,7,0.015250545,sunday,1,0,0,0,0,0,0,1
Alaska,2020-06-01,466,10,1,1,1,1,1,1,1,20,0.042918455,monday,1,1,0,0,0,0,0,0
Alaska,2020-06-02,486,10,1,1,1,1,1,1,1,18,0.037037037,tuesday,1,0,1,0,0,0,0,0
Alaska,2020-06-03,504,10,1,1,1,1,1,1,1,8,0.015873016,wednesday,1,0,0,1,0,0,0,0
Alaska,2020-06-04,512,10,1,1,1,1,1,1,1,11,0.021484375,thursday,1,0,0,0,1,0,0,0
Alaska,2020-06-05,523,10,1,1,1,1,1,1,1,12,0.022944551,friday,1,0,0,0,0,1,0,0
Alaska,2020-06-06,535,10,1,1,1,1,1,1,1,8,0.014953271,saturday,1,0,0,0,0,0,1,0
Alaska,2020-06-07,543,10,1,1,1,1,1,1,1,19,0.034990792,sunday,1,0,0,0,0,0,0,1
Alaska,2020-06-08,562,10,1,1,1,1,1,1,1,10,0.017793594,monday,1,1,0,0,0,0,0,0
Alaska,2020-06-09,572,11,1,1,1,1,1,1,1,20,0.034965035,tuesday,1,0,1,0,0,0,0,0
Alaska,2020-06-10,592,11,1,1,1,1,1,1,1,17,0.028716216,wednesday,1,0,0,1,0,0,0,0
Alaska,2020-06-11,609,11,1,1,1,1,1,1,1,15,0.024630542,thursday,1,0,0,0,1,0,0,0
Alaska,2020-06-12,624,12,1,1,1,1,1,1,1,29,0.046474359,friday,1,0,0,0,0,1,0,0
Alaska,2020-06-13,653,12,1,1,1,1,1,1,1,7,0.010719755,saturday,1,0,0,0,0,0,1,0
Alaska,2020-06-14,660,12,1,1,1,1,1,1,1,3,0.004545455,sunday,1,0,0,0,0,0,0,1
Alaska,2020-06-15,663,12,1,1,1,1,1,1,1,12,0.018099548,monday,1,1,0,0,0,0,0,0
Alabama,2020-03-10,NA,0,0,0,0,0,0,0,0,3,NA,tuesday,2,0,1,0,0,0,0,0
Alabama,2020-03-11,3,0,0,0,0,0,0,0,0,1,0.333333333,wednesday,2,0,0,1,0,0,0,0
Alabama,2020-03-12,4,0,0,0,0,0,0,0,0,4,1,thursday,2,0,0,0,1,0,0,0
Alabama,2020-03-13,8,0,0,0,0,0,0,0,1,7,0.875,friday,2,0,0,0,0,1,0,0
Alabama,2020-03-14,15,0,0,0,0,0,0,0,1,13,0.866666667,saturday,2,0,0,0,0,0,1,0
Alabama,2020-03-15,28,0,0,0,0,0,0,0,1,8,0.285714286,sunday,2,0,0,0,0,0,0,1
Alabama,2020-03-16,36,0,0,0,0,0,0,0,1,15,0.416666667,monday,2,1,0,0,0,0,0,0
Alabama,2020-03-17,51,0,0,0,0,0,0,0,1,10,0.196078431,tuesday,2,0,1,0,0,0,0,0
Alabama,2020-03-18,61,0,0,1,0,0,0,0,1,27,0.442622951,wednesday,2,0,0,1,0,0,0,0
Alabama,2020-03-19,88,0,0,1,1,1,1,0,1,27,0.306818182,thursday,2,0,0,0,1,0,0,0
Alabama,2020-03-20,115,0,0,1,1,1,1,0,1,34,0.295652174,friday,2,0,0,0,0,1,0,0
Alabama,2020-03-21,149,0,0,1,1,1,1,0,1,31,0.208053691,saturday,2,0,0,0,0,0,1,0
Alabama,2020-03-22,180,0,0,1,1,1,1,0,1,44,0.244444444,sunday,2,0,0,0,0,0,0,1
Alabama,2020-03-23,224,0,0,1,1,1,1,0,1,74,0.330357143,monday,2,1,0,0,0,0,0,0
Alabama,2020-03-24,298,0,0,1,1,1,1,0,1,174,0.583892617,tuesday,2,0,1,0,0,0,0,0
Alabama,2020-03-25,472,1,0,1,1,1,1,0,1,102,0.216101695,wednesday,2,0,0,1,0,0,0,0
Alabama,2020-03-26,574,1,0,1,1,1,1,0,1,110,0.191637631,thursday,2,0,0,0,1,0,0,0
Alabama,2020-03-27,684,4,0,1,1,1,1,0,1,117,0.171052632,friday,2,0,0,0,0,1,0,0
Alabama,2020-03-28,801,4,0,1,1,1,1,0,1,79,0.098626717,saturday,2,0,0,0,0,0,1,0
Alabama,2020-03-29,880,10,0,1,1,1,1,0,1,121,0.1375,sunday,2,0,0,0,0,0,0,1
Alabama,2020-03-30,1001,10,0,1,1,1,1,0,1,62,0.061938062,monday,2,1,0,0,0,0,0,0
Alabama,2020-03-31,1063,23,0,1,1,1,1,0,1,112,0.105362183,tuesday,2,0,1,0,0,0,0,0
Alabama,2020-04-01,1175,27,0,1,1,1,1,0,1,196,0.166808511,wednesday,2,0,0,1,0,0,0,0
Alabama,2020-04-02,1371,32,0,1,1,1,1,0,1,235,0.171407732,thursday,2,0,0,0,1,0,0,0
Alabama,2020-04-03,1606,38,0,1,1,1,1,0,1,121,0.075342466,friday,2,0,0,0,0,1,0,0
Alabama,2020-04-04,1727,44,1,1,1,1,1,0,1,178,0.103068906,saturday,2,0,0,0,0,0,1,0
Alabama,2020-04-05,1905,45,1,1,1,1,1,0,1,174,0.091338583,sunday,2,0,0,0,0,0,0,1
Alabama,2020-04-06,2079,49,1,1,1,1,1,0,1,229,0.11014911,monday,2,1,0,0,0,0,0,0
Alabama,2020-04-07,2308,64,1,1,1,1,1,0,1,306,0.132582322,tuesday,2,0,1,0,0,0,0,0
Alabama,2020-04-08,2614,66,1,1,1,1,1,0,1,340,0.13006886,wednesday,2,0,0,1,0,0,0,0
Alabama,2020-04-09,2954,70,1,1,1,1,1,0,1,158,0.053486798,thursday,2,0,0,0,1,0,0,0
Alabama,2020-04-10,3112,80,1,1,1,1,1,0,1,234,0.075192802,friday,2,0,0,0,0,1,0,0
Alabama,2020-04-11,3346,92,1,1,1,1,1,0,1,321,0.095935445,saturday,2,0,0,0,0,0,1,0
Alabama,2020-04-12,3667,93,1,1,1,1,1,0,1,203,0.055358604,sunday,2,0,0,0,0,0,0,1
Alabama,2020-04-13,3870,99,1,1,1,1,1,0,1,171,0.044186047,monday,2,1,0,0,0,0,0,0
Alabama,2020-04-14,4041,114,1,1,1,1,1,0,1,266,0.065825291,tuesday,2,0,1,0,0,0,0,0
Alabama,2020-04-15,4307,118,1,1,1,1,1,0,1,158,0.036684467,wednesday,2,0,0,1,0,0,0,0
Alabama,2020-04-16,4465,133,1,1,1,1,1,0,1,92,0.020604703,thursday,2,0,0,0,1,0,0,0
Alabama,2020-04-17,4557,148,1,1,1,1,1,0,1,231,0.050691244,friday,2,0,0,0,0,1,0,0
Alabama,2020-04-18,4788,153,1,1,1,1,1,0,1,190,0.03968254,saturday,2,0,0,0,0,0,1,0
Alabama,2020-04-19,4978,157,1,1,1,1,1,0,1,185,0.037163519,sunday,2,0,0,0,0,0,0,1
Alabama,2020-04-20,5163,163,1,1,1,1,1,0,1,241,0.046678288,monday,2,1,0,0,0,0,0,0
Alabama,2020-04-21,5404,183,1,1,1,1,1,0,1,288,0.053293856,tuesday,2,0,1,0,0,0,0,0
Alabama,2020-04-22,5692,196,1,1,1,1,1,0,1,207,0.036366831,wednesday,2,0,0,1,0,0,0,0
Alabama,2020-04-23,5899,202,1,1,1,1,1,0,1,193,0.03271741,thursday,2,0,0,0,1,0,0,0
Alabama,2020-04-24,6092,209,1,1,1,1,1,0,1,182,0.029875246,friday,2,0,0,0,0,1,0,0
Alabama,2020-04-25,6274,209,1,1,1,1,1,0,1,201,0.032036978,saturday,2,0,0,0,0,0,1,0
Alabama,2020-04-26,6475,219,1,1,1,1,1,0,1,146,0.022548263,sunday,2,0,0,0,0,0,0,1
Alabama,2020-04-27,6621,228,1,1,1,1,1,0,1,199,0.030055883,monday,2,1,0,0,0,0,0,0
Alabama,2020-04-28,6820,242,1,1,1,1,1,0,1,159,0.023313783,tuesday,2,0,1,0,0,0,0,0
Alabama,2020-04-29,6979,256,1,1,1,1,1,0,1,208,0.029803697,wednesday,2,0,0,1,0,0,0,0
Alabama,2020-04-30,7187,272,1,1,1,1,1,0,1,253,0.035202449,thursday,2,0,0,0,1,0,0,0
Alabama,2020-05-01,7440,289,1,1,1,1,1,0,1,260,0.034946237,friday,2,0,0,0,0,1,0,0
Alabama,2020-05-02,7700,288,1,1,1,1,1,0,1,277,0.035974026,saturday,2,0,0,0,0,0,1,0
Alabama,2020-05-03,7977,290,1,1,1,1,1,0,1,226,0.028331453,sunday,2,0,0,0,0,0,0,1
Alabama,2020-05-04,8203,298,1,1,1,1,1,0,1,317,0.038644398,monday,2,1,0,0,0,0,0,0
Alabama,2020-05-05,8520,315,1,1,1,1,1,0,1,249,0.029225352,tuesday,2,0,1,0,0,0,0,0
Alabama,2020-05-06,8769,343,1,1,1,1,1,0,1,346,0.039457179,wednesday,2,0,0,1,0,0,0,0
Alabama,2020-05-07,9115,369,1,1,1,1,1,0,1,339,0.037191443,thursday,2,0,0,0,1,0,0,0
Alabama,2020-05-08,9385,383,1,1,1,1,1,0,1,283,0.030154502,friday,2,0,0,0,0,1,0,0
Alabama,2020-05-09,9720,390,1,1,1,1,1,0,1,262,0.026954733,saturday,2,0,0,0,0,0,1,0
Alabama,2020-05-10,9982,393,1,1,1,1,1,0,1,275,0.027549589,sunday,2,0,0,0,0,0,0,1
Alabama,2020-05-11,10164,403,1,1,1,1,1,1,1,300,0.029515939,monday,2,1,0,0,0,0,0,0
Alabama,2020-05-12,10464,435,1,1,1,1,1,1,1,236,0.022553517,tuesday,2,0,1,0,0,0,0,0
Alabama,2020-05-13,10700,450,1,1,1,1,1,1,1,401,0.037476636,wednesday,2,0,0,1,0,0,0,0
Alabama,2020-05-14,11101,473,1,1,1,1,1,1,1,333,0.029997298,thursday,2,0,0,0,1,0,0,0
Alabama,2020-05-15,11494,483,1,1,1,1,1,1,1,301,0.026187576,friday,2,0,0,0,0,1,0,0
Alabama,2020-05-16,11674,485,1,1,1,1,1,1,1,97,0.008309063,saturday,2,0,0,0,0,0,1,0
Alabama,2020-05-17,11771,488,1,1,1,1,1,1,1,315,0.026760683,sunday,2,0,0,0,0,0,0,1
Alabama,2020-05-18,12086,489,1,1,1,1,1,1,1,290,0.023994705,monday,2,1,0,0,0,0,0,0
Alabama,2020-05-19,12376,504,1,1,1,1,1,1,1,676,0.054621849,tuesday,2,0,1,0,0,0,0,0
Alabama,2020-05-20,13052,522,1,1,1,1,1,1,1,236,0.01808152,wednesday,2,0,0,1,0,0,0,0
Alabama,2020-05-21,13288,529,1,1,1,1,1,1,1,382,0.028747742,thursday,2,0,0,0,1,0,0,0
Alabama,2020-05-22,13670,541,1,1,1,1,1,1,1,447,0.032699342,friday,2,0,0,0,0,1,0,0
Alabama,2020-05-23,14117,549,1,1,1,1,1,1,1,361,0.025572005,saturday,2,0,0,0,0,0,1,0
Alabama,2020-05-24,14478,551,1,1,1,1,1,1,1,508,0.035087719,sunday,2,0,0,0,0,0,0,1
Alabama,2020-05-25,14986,566,1,1,1,1,1,1,1,664,0.044308021,monday,2,1,0,0,0,0,0,0
Alabama,2020-05-26,15650,580,1,1,1,1,1,1,1,364,0.023258786,tuesday,2,0,1,0,0,0,0,0
Alabama,2020-05-27,16263,583,1,1,1,1,1,1,1,498,0.030621657,wednesday,2,0,0,1,0,0,0,0
Alabama,2020-05-28,16530,591,1,1,1,1,1,1,1,501,0.03030853,thursday,2,0,0,0,1,0,0,0
Alabama,2020-05-29,17031,610,1,1,1,1,1,1,1,328,0.019258998,friday,2,0,0,0,0,1,0,0
Alabama,2020-05-30,17359,618,1,1,1,1,1,1,1,593,0.034160954,saturday,2,0,0,0,0,0,1,0
Alabama,2020-05-31,17952,630,1,1,1,1,1,1,1,678,0.03776738,sunday,2,0,0,0,0,0,0,1
Alabama,2020-06-01,18630,646,1,1,1,1,1,1,1,136,0.007300054,monday,2,1,0,0,0,0,0,0
Alabama,2020-06-02,18766,653,1,1,1,1,1,1,1,85,0.004529468,tuesday,2,0,1,0,0,0,0,0
Alabama,2020-06-03,18851,653,1,1,1,1,1,1,1,221,0.011723516,wednesday,2,0,0,1,0,0,0,0
Alabama,2020-06-04,19072,653,1,1,1,1,1,1,1,315,0.016516359,thursday,2,0,0,0,1,0,0,0
Alabama,2020-06-05,19387,676,1,1,1,1,1,1,1,656,0.033837107,friday,2,0,0,0,0,1,0,0
Alabama,2020-06-06,20043,689,1,1,1,1,1,1,1,457,0.022800978,saturday,2,0,0,0,0,0,1,0
Alabama,2020-06-07,20500,692,1,1,1,1,1,1,1,425,0.020731707,sunday,2,0,0,0,0,0,0,1
Alabama,2020-06-08,20925,718,1,1,1,1,1,1,1,497,0.023751493,monday,2,1,0,0,0,0,0,0
Alabama,2020-06-09,21422,729,1,1,1,1,1,1,1,567,0.026468117,tuesday,2,0,1,0,0,0,0,0
Alabama,2020-06-10,21989,744,1,1,1,1,1,1,1,856,0.038928555,wednesday,2,0,0,1,0,0,0,0
Alabama,2020-06-11,22845,755,1,1,1,1,1,1,1,865,0.037863865,thursday,2,0,0,0,1,0,0,0
Alabama,2020-06-12,23710,769,1,1,1,1,1,1,1,891,0.037579081,friday,2,0,0,0,0,1,0,0
Alabama,2020-06-13,24601,773,1,1,1,1,1,1,1,1014,0.041217837,saturday,2,0,0,0,0,0,1,0
Alabama,2020-06-14,25615,773,1,1,1,1,1,1,1,657,0.025649034,sunday,2,0,0,0,0,0,0,1
Alabama,2020-06-15,26272,774,1,1,1,1,1,1,1,640,0.024360536,monday,2,1,0,0,0,0,0,0
Arkansas,2020-03-12,NA,0,0,0,0,0,0,0,1,1,NA,thursday,3,0,0,0,1,0,0,0
Arkansas,2020-03-13,1,0,0,0,0,0,0,0,1,1,1,friday,3,0,0,0,0,1,0,0
Arkansas,2020-03-14,2,0,0,0,0,0,0,0,1,1,0.5,saturday,3,0,0,0,0,0,1,0
Arkansas,2020-03-15,3,0,0,1,0,0,0,0,1,0,0,sunday,3,0,0,0,0,0,0,1
Arkansas,2020-03-16,3,0,0,1,0,0,0,0,1,0,0,monday,3,1,0,0,0,0,0,0
Arkansas,2020-03-17,3,0,0,1,0,0,0,0,1,1,0.333333333,tuesday,3,0,1,0,0,0,0,0
Arkansas,2020-03-18,4,0,0,1,0,0,0,0,1,58,14.5,wednesday,3,0,0,1,0,0,0,0
Arkansas,2020-03-19,62,0,0,1,1,0,0,0,1,38,0.612903226,thursday,3,0,0,0,1,0,0,0
Arkansas,2020-03-20,100,0,0,1,1,1,0,0,1,22,0.22,friday,3,0,0,0,0,1,0,0
Arkansas,2020-03-21,122,0,0,1,1,1,0,0,1,43,0.352459016,saturday,3,0,0,0,0,0,1,0
Arkansas,2020-03-22,165,0,0,1,1,1,0,0,1,27,0.163636364,sunday,3,0,0,0,0,0,0,1
Arkansas,2020-03-23,192,0,0,1,1,1,0,0,1,27,0.140625,monday,3,1,0,0,0,0,0,0
Arkansas,2020-03-24,219,2,0,1,1,1,0,0,1,61,0.278538813,tuesday,3,0,1,0,0,0,0,0
Arkansas,2020-03-25,280,2,0,1,1,1,1,0,1,55,0.196428571,wednesday,3,0,0,1,0,0,0,0
Arkansas,2020-03-26,335,2,0,1,1,1,1,0,1,46,0.137313433,thursday,3,0,0,0,1,0,0,0
Arkansas,2020-03-27,381,3,0,1,1,1,1,0,1,28,0.073490814,friday,3,0,0,0,0,1,0,0
Arkansas,2020-03-28,409,5,0,1,1,1,1,0,1,17,0.041564792,saturday,3,0,0,0,0,0,1,0
Arkansas,2020-03-29,426,6,0,1,1,1,1,0,1,47,0.110328638,sunday,3,0,0,0,0,0,0,1
Arkansas,2020-03-30,473,7,0,1,1,1,1,0,1,50,0.105708245,monday,3,1,0,0,0,0,0,0
Arkansas,2020-03-31,523,8,0,1,1,1,1,0,1,61,0.116634799,tuesday,3,0,1,0,0,0,0,0
Arkansas,2020-04-01,584,10,0,1,1,1,1,0,1,59,0.101027397,wednesday,3,0,0,1,0,0,0,0
Arkansas,2020-04-02,643,12,0,1,1,1,1,0,1,61,0.094867807,thursday,3,0,0,0,1,0,0,0
Arkansas,2020-04-03,704,12,0,1,1,1,1,0,1,39,0.055397727,friday,3,0,0,0,0,1,0,0
Arkansas,2020-04-04,743,14,0,1,1,1,1,0,1,94,0.126514132,saturday,3,0,0,0,0,0,1,0
Arkansas,2020-04-05,837,16,0,1,1,1,1,0,1,38,0.045400239,sunday,3,0,0,0,0,0,0,1
Arkansas,2020-04-06,875,16,0,1,1,1,1,0,1,71,0.081142857,monday,3,1,0,0,0,0,0,0
Arkansas,2020-04-07,946,18,0,1,1,1,1,0,1,54,0.057082452,tuesday,3,0,1,0,0,0,0,0
Arkansas,2020-04-08,1000,18,0,1,1,1,1,0,1,119,0.119,wednesday,3,0,0,1,0,0,0,0
Arkansas,2020-04-09,1119,21,0,1,1,1,1,0,1,52,0.046470063,thursday,3,0,0,0,1,0,0,0
Arkansas,2020-04-10,1171,21,0,1,1,1,1,0,1,57,0.048676345,friday,3,0,0,0,0,1,0,0
Arkansas,2020-04-11,1228,25,0,1,1,1,1,0,1,52,0.042345277,saturday,3,0,0,0,0,0,1,0
Arkansas,2020-04-12,1280,27,0,1,1,1,1,0,1,130,0.1015625,sunday,3,0,0,0,0,0,0,1
Arkansas,2020-04-13,1410,29,0,1,1,1,1,0,1,88,0.062411348,monday,3,1,0,0,0,0,0,0
Arkansas,2020-04-14,1498,32,0,1,1,1,1,0,1,71,0.047396529,tuesday,3,0,1,0,0,0,0,0
Arkansas,2020-04-15,1569,33,0,1,1,1,1,0,1,51,0.03250478,wednesday,3,0,0,1,0,0,0,0
Arkansas,2020-04-16,1620,37,0,1,1,1,1,0,1,75,0.046296296,thursday,3,0,0,0,1,0,0,0
Arkansas,2020-04-17,1695,37,0,1,1,1,1,0,1,49,0.028908555,friday,3,0,0,0,0,1,0,0
Arkansas,2020-04-18,1744,38,0,1,1,1,1,0,1,37,0.021215596,saturday,3,0,0,0,0,0,1,0
Arkansas,2020-04-19,1781,39,0,1,1,1,1,0,1,192,0.107804604,sunday,3,0,0,0,0,0,0,1
Arkansas,2020-04-20,1973,41,0,1,1,1,1,0,1,17,0.00861632,monday,3,1,0,0,0,0,0,0
Arkansas,2020-04-21,1990,42,0,1,1,1,1,0,1,286,0.143718593,tuesday,3,0,1,0,0,0,0,0
Arkansas,2020-04-22,2276,42,0,1,1,1,1,0,1,323,0.141915641,wednesday,3,0,0,1,0,0,0,0
Arkansas,2020-04-23,2599,45,0,1,1,1,1,0,1,211,0.081185071,thursday,3,0,0,0,1,0,0,0
Arkansas,2020-04-24,2810,47,0,1,1,1,1,0,1,101,0.03594306,friday,3,0,0,0,0,1,0,0
Arkansas,2020-04-25,2911,48,0,1,1,1,1,0,1,90,0.030917211,saturday,3,0,0,0,0,0,1,0
