"","X","code","date","cumulative_cases","cumulative_deaths","daily_cases","daily_deaths","state_name","pop_density","pop_count","region_census_sub_revised","region_code"
"1618",1618,"GA","2020-05-18",NA,NA,543,40,"Georgia",177,10214860,"South Atlantic",7
"1619",1619,"GA","2020-05-19",NA,NA,635,35,"Georgia",177,10214860,"South Atlantic",7
"1620",1620,"GA","2020-05-20",NA,NA,695,21,"Georgia",177,10214860,"South Atlantic",7
"1621",1621,"GA","2020-05-21",NA,NA,833,80,"Georgia",177,10214860,"South Atlantic",7
"1622",1622,"GA","2020-05-22",NA,NA,787,34,"Georgia",177,10214860,"South Atlantic",7
"1623",1623,"GA","2020-05-23",NA,NA,551,15,"Georgia",177,10214860,"South Atlantic",7
"1624",1624,"GA","2020-05-24",NA,NA,790,5,"Georgia",177,10214860,"South Atlantic",7
"1625",1625,"GA","2020-05-25",NA,NA,825,23,"Georgia",177,10214860,"South Atlantic",7
"1626",1626,"GA","2020-05-26",NA,NA,1108,48,"Georgia",177,10214860,"South Atlantic",7
"1627",1627,"GA","2020-05-27",NA,NA,2293,40,"Georgia",177,10214860,"South Atlantic",7
"1628",1628,"GA","2020-05-28",NA,NA,677,31,"Georgia",177,10214860,"South Atlantic",7
"1629",1629,"GA","2020-05-29",NA,NA,590,32,"Georgia",177,10214860,"South Atlantic",7
"1630",1630,"GA","2020-05-30",NA,NA,477,1,"Georgia",177,10214860,"South Atlantic",7
"1631",1631,"GA","2020-05-31",NA,NA,747,40,"Georgia",177,10214860,"South Atlantic",7
"1632",1632,"GA","2020-06-01",NA,NA,810,39,"Georgia",177,10214860,"South Atlantic",7
"1633",1633,"GA","2020-06-02",NA,NA,505,26,"Georgia",177,10214860,"South Atlantic",7
"1634",1634,"GA","2020-06-03",NA,NA,617,23,"Georgia",177,10214860,"South Atlantic",7
"1635",1635,"GA","2020-06-04",NA,NA,976,25,"Georgia",177,10214860,"South Atlantic",7
"1636",1636,"GA","2020-06-05",NA,NA,761,9,"Georgia",177,10214860,"South Atlantic",7
"1637",1637,"GA","2020-06-06",NA,NA,595,11,"Georgia",177,10214860,"South Atlantic",7
"1638",1638,"GA","2020-06-07",NA,NA,562,3,"Georgia",177,10214860,"South Atlantic",7
"1639",1639,"GA","2020-06-08",NA,NA,868,92,"Georgia",177,10214860,"South Atlantic",7
"1640",1640,"GA","2020-06-09",NA,NA,649,16,"Georgia",177,10214860,"South Atlantic",7
"1641",1641,"GA","2020-06-10",NA,NA,693,62,"Georgia",177,10214860,"South Atlantic",7
"1642",1642,"GA","2020-06-11",NA,NA,1028,42,"Georgia",177,10214860,"South Atlantic",7
"1643",1643,"GA","2020-06-12",NA,NA,901,32,"Georgia",177,10214860,"South Atlantic",7
"1644",1644,"GA","2020-06-13",NA,NA,887,22,"Georgia",177,10214860,"South Atlantic",7
"1645",1645,"GA","2020-06-14",NA,NA,812,5,"Georgia",177,10214860,"South Atlantic",7
"1646",1646,"GA","2020-06-15",NA,NA,829,55,"Georgia",177,10214860,"South Atlantic",7
"1647",1647,"GA","2020-06-16",NA,NA,646,31,"Georgia",177,10214860,"South Atlantic",7
"1648",1648,"GA","2020-06-17",NA,NA,1027,47,"Georgia",177,10214860,"South Atlantic",7
"1649",1649,"GA","2020-06-18",NA,NA,984,19,"Georgia",177,10214860,"South Atlantic",7
"1650",1650,"GA","2020-06-19",NA,NA,1110,34,"Georgia",177,10214860,"South Atlantic",7
"1651",1651,"GA","2020-06-20",NA,NA,1587,1,"Georgia",177,10214860,"South Atlantic",7
"1652",1652,"GA","2020-06-21",NA,NA,894,0,"Georgia",177,10214860,"South Atlantic",7
"1653",1653,"GA","2020-06-22",NA,NA,1453,16,"Georgia",177,10214860,"South Atlantic",7
"1654",1654,"GA","2020-06-23",NA,NA,1666,41,"Georgia",177,10214860,"South Atlantic",7
"1655",1655,"GA","2020-06-24",NA,NA,1722,28,"Georgia",177,10214860,"South Atlantic",7
"1656",1656,"GA","2020-06-25",NA,NA,1831,35,"Georgia",177,10214860,"South Atlantic",7
"1657",1657,"GA","2020-06-26",NA,NA,1969,23,"Georgia",177,10214860,"South Atlantic",7
"1658",1658,"GA","2020-06-27",NA,NA,1801,2,"Georgia",177,10214860,"South Atlantic",7
"1659",1659,"GA","2020-06-28",NA,NA,2056,2,"Georgia",177,10214860,"South Atlantic",7
"1660",1660,"GA","2020-06-29",NA,NA,2843,17,"Georgia",177,10214860,"South Atlantic",7
"1661",1661,"GA","2020-06-30",NA,NA,1932,13,"Georgia",177,10214860,"South Atlantic",7
"1662",1662,"HI","2020-02-01",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1663",1663,"HI","2020-02-02",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1664",1664,"HI","2020-02-03",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1665",1665,"HI","2020-02-04",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1666",1666,"HI","2020-02-05",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1667",1667,"HI","2020-02-06",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1668",1668,"HI","2020-02-07",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1669",1669,"HI","2020-02-08",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1670",1670,"HI","2020-02-09",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1671",1671,"HI","2020-02-10",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1672",1672,"HI","2020-02-11",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1673",1673,"HI","2020-02-12",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1674",1674,"HI","2020-02-13",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1675",1675,"HI","2020-02-14",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1676",1676,"HI","2020-02-15",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1677",1677,"HI","2020-02-16",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1678",1678,"HI","2020-02-17",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1679",1679,"HI","2020-02-18",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1680",1680,"HI","2020-02-19",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1681",1681,"HI","2020-02-20",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1682",1682,"HI","2020-02-21",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1683",1683,"HI","2020-02-22",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1684",1684,"HI","2020-02-23",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1685",1685,"HI","2020-02-24",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1686",1686,"HI","2020-02-25",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1687",1687,"HI","2020-02-26",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1688",1688,"HI","2020-02-27",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1689",1689,"HI","2020-02-28",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1690",1690,"HI","2020-02-29",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1691",1691,"HI","2020-03-01",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1692",1692,"HI","2020-03-02",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1693",1693,"HI","2020-03-03",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1694",1694,"HI","2020-03-04",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1695",1695,"HI","2020-03-05",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1696",1696,"HI","2020-03-06",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1697",1697,"HI","2020-03-07",NA,NA,1,0,"Hawaii",222,1431603,"Pacific",6
"1698",1698,"HI","2020-03-08",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1699",1699,"HI","2020-03-09",NA,NA,1,0,"Hawaii",222,1431603,"Pacific",6
"1700",1700,"HI","2020-03-10",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1701",1701,"HI","2020-03-11",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1702",1702,"HI","2020-03-12",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1703",1703,"HI","2020-03-13",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1704",1704,"HI","2020-03-14",NA,NA,1,0,"Hawaii",222,1431603,"Pacific",6
"1705",1705,"HI","2020-03-15",NA,NA,3,0,"Hawaii",222,1431603,"Pacific",6
"1706",1706,"HI","2020-03-16",NA,NA,3,0,"Hawaii",222,1431603,"Pacific",6
"1707",1707,"HI","2020-03-17",NA,NA,3,0,"Hawaii",222,1431603,"Pacific",6
"1708",1708,"HI","2020-03-18",NA,NA,3,0,"Hawaii",222,1431603,"Pacific",6
"1709",1709,"HI","2020-03-19",NA,NA,10,0,"Hawaii",222,1431603,"Pacific",6
"1710",1710,"HI","2020-03-20",NA,NA,10,0,"Hawaii",222,1431603,"Pacific",6
"1711",1711,"HI","2020-03-21",NA,NA,10,0,"Hawaii",222,1431603,"Pacific",6
"1712",1712,"HI","2020-03-22",NA,NA,8,0,"Hawaii",222,1431603,"Pacific",6
"1713",1713,"HI","2020-03-23",NA,NA,12,0,"Hawaii",222,1431603,"Pacific",6
"1714",1714,"HI","2020-03-24",NA,NA,19,0,"Hawaii",222,1431603,"Pacific",6
"1715",1715,"HI","2020-03-25",NA,NA,17,0,"Hawaii",222,1431603,"Pacific",6
"1716",1716,"HI","2020-03-26",NA,NA,5,0,"Hawaii",222,1431603,"Pacific",6
"1717",1717,"HI","2020-03-27",NA,NA,12,0,"Hawaii",222,1431603,"Pacific",6
"1718",1718,"HI","2020-03-28",NA,NA,33,0,"Hawaii",222,1431603,"Pacific",6
"1719",1719,"HI","2020-03-29",NA,NA,22,0,"Hawaii",222,1431603,"Pacific",6
"1720",1720,"HI","2020-03-30",NA,NA,29,0,"Hawaii",222,1431603,"Pacific",6
"1721",1721,"HI","2020-03-31",NA,NA,22,1,"Hawaii",222,1431603,"Pacific",6
"1722",1722,"HI","2020-04-01",NA,NA,34,1,"Hawaii",222,1431603,"Pacific",6
"1723",1723,"HI","2020-04-02",NA,NA,27,0,"Hawaii",222,1431603,"Pacific",6
"1724",1724,"HI","2020-04-03",NA,NA,34,1,"Hawaii",222,1431603,"Pacific",6
"1725",1725,"HI","2020-04-04",NA,NA,32,0,"Hawaii",222,1431603,"Pacific",6
"1726",1726,"HI","2020-04-05",NA,NA,20,1,"Hawaii",222,1431603,"Pacific",6
"1727",1727,"HI","2020-04-06",NA,NA,16,1,"Hawaii",222,1431603,"Pacific",6
"1728",1728,"HI","2020-04-07",NA,NA,23,1,"Hawaii",222,1431603,"Pacific",6
"1729",1729,"HI","2020-04-08",NA,NA,25,0,"Hawaii",222,1431603,"Pacific",6
"1730",1730,"HI","2020-04-09",NA,NA,7,0,"Hawaii",222,1431603,"Pacific",6
"1731",1731,"HI","2020-04-10",NA,NA,23,2,"Hawaii",222,1431603,"Pacific",6
"1732",1732,"HI","2020-04-11",NA,NA,21,0,"Hawaii",222,1431603,"Pacific",6
"1733",1733,"HI","2020-04-12",NA,NA,12,1,"Hawaii",222,1431603,"Pacific",6
"1734",1734,"HI","2020-04-13",NA,NA,5,0,"Hawaii",222,1431603,"Pacific",6
"1735",1735,"HI","2020-04-14",NA,NA,13,0,"Hawaii",222,1431603,"Pacific",6
"1736",1736,"HI","2020-04-15",NA,NA,13,0,"Hawaii",222,1431603,"Pacific",6
"1737",1737,"HI","2020-04-16",NA,NA,11,0,"Hawaii",222,1431603,"Pacific",6
"1738",1738,"HI","2020-04-17",NA,NA,12,0,"Hawaii",222,1431603,"Pacific",6
"1739",1739,"HI","2020-04-18",NA,NA,21,0,"Hawaii",222,1431603,"Pacific",6
"1740",1740,"HI","2020-04-19",NA,NA,6,0,"Hawaii",222,1431603,"Pacific",6
"1741",1741,"HI","2020-04-20",NA,NA,4,0,"Hawaii",222,1431603,"Pacific",6
"1742",1742,"HI","2020-04-21",NA,NA,2,0,"Hawaii",222,1431603,"Pacific",6
"1743",1743,"HI","2020-04-22",NA,NA,6,0,"Hawaii",222,1431603,"Pacific",6
"1744",1744,"HI","2020-04-23",NA,NA,4,0,"Hawaii",222,1431603,"Pacific",6
"1745",1745,"HI","2020-04-24",NA,NA,4,0,"Hawaii",222,1431603,"Pacific",6
"1746",1746,"HI","2020-04-25",NA,NA,4,0,"Hawaii",222,1431603,"Pacific",6
"1747",1747,"HI","2020-04-26",NA,NA,2,0,"Hawaii",222,1431603,"Pacific",6
"1748",1748,"HI","2020-04-27",NA,NA,1,0,"Hawaii",222,1431603,"Pacific",6
"1749",1749,"HI","2020-04-28",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1750",1750,"HI","2020-04-29",NA,NA,6,7,"Hawaii",222,1431603,"Pacific",6
"1751",1751,"HI","2020-04-30",NA,NA,5,0,"Hawaii",222,1431603,"Pacific",6
"1752",1752,"HI","2020-05-01",NA,NA,1,0,"Hawaii",222,1431603,"Pacific",6
"1753",1753,"HI","2020-05-02",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1754",1754,"HI","2020-05-03",NA,NA,1,1,"Hawaii",222,1431603,"Pacific",6
"1755",1755,"HI","2020-05-04",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1756",1756,"HI","2020-05-05",NA,NA,5,0,"Hawaii",222,1431603,"Pacific",6
"1757",1757,"HI","2020-05-06",NA,NA,1,0,"Hawaii",222,1431603,"Pacific",6
"1758",1758,"HI","2020-05-07",NA,NA,2,0,"Hawaii",222,1431603,"Pacific",6
"1759",1759,"HI","2020-05-08",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1760",1760,"HI","2020-05-09",NA,NA,3,0,"Hawaii",222,1431603,"Pacific",6
"1761",1761,"HI","2020-05-10",NA,NA,1,0,"Hawaii",222,1431603,"Pacific",6
"1762",1762,"HI","2020-05-11",NA,NA,2,0,"Hawaii",222,1431603,"Pacific",6
"1763",1763,"HI","2020-05-12",NA,NA,1,0,"Hawaii",222,1431603,"Pacific",6
"1764",1764,"HI","2020-05-13",NA,NA,3,0,"Hawaii",222,1431603,"Pacific",6
"1765",1765,"HI","2020-05-14",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1766",1766,"HI","2020-05-15",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1767",1767,"HI","2020-05-16",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1768",1768,"HI","2020-05-17",NA,NA,1,0,"Hawaii",222,1431603,"Pacific",6
"1769",1769,"HI","2020-05-18",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1770",1770,"HI","2020-05-19",NA,NA,1,0,"Hawaii",222,1431603,"Pacific",6
"1771",1771,"HI","2020-05-20",NA,NA,1,0,"Hawaii",222,1431603,"Pacific",6
"1772",1772,"HI","2020-05-21",NA,NA,2,0,"Hawaii",222,1431603,"Pacific",6
"1773",1773,"HI","2020-05-22",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1774",1774,"HI","2020-05-23",NA,NA,1,0,"Hawaii",222,1431603,"Pacific",6
"1775",1775,"HI","2020-05-24",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1776",1776,"HI","2020-05-25",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1777",1777,"HI","2020-05-26",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1778",1778,"HI","2020-05-27",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1779",1779,"HI","2020-05-28",NA,NA,3,0,"Hawaii",222,1431603,"Pacific",6
"1780",1780,"HI","2020-05-29",NA,NA,2,0,"Hawaii",222,1431603,"Pacific",6
"1781",1781,"HI","2020-05-30",NA,NA,3,0,"Hawaii",222,1431603,"Pacific",6
"1782",1782,"HI","2020-05-31",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1783",1783,"HI","2020-06-01",NA,NA,0,0,"Hawaii",222,1431603,"Pacific",6
"1784",1784,"HI","2020-06-02",NA,NA,1,0,"Hawaii",222,1431603,"Pacific",6
"1785",1785,"HI","2020-06-03",NA,NA,1,0,"Hawaii",222,1431603,"Pacific",6
"1786",1786,"HI","2020-06-04",NA,NA,2,0,"Hawaii",222,1431603,"Pacific",6
"1787",1787,"HI","2020-06-05",NA,NA,9,0,"Hawaii",222,1431603,"Pacific",6
"1788",1788,"HI","2020-06-06",NA,NA,9,0,"Hawaii",222,1431603,"Pacific",6
"1789",1789,"HI","2020-06-07",NA,NA,2,0,"Hawaii",222,1431603,"Pacific",6
"1790",1790,"HI","2020-06-08",NA,NA,1,0,"Hawaii",222,1431603,"Pacific",6
"1791",1791,"HI","2020-06-09",NA,NA,6,0,"Hawaii",222,1431603,"Pacific",6
"1792",1792,"HI","2020-06-10",NA,NA,3,0,"Hawaii",222,1431603,"Pacific",6
"1793",1793,"HI","2020-06-11",NA,NA,7,0,"Hawaii",222,1431603,"Pacific",6
"1794",1794,"HI","2020-06-12",NA,NA,14,0,"Hawaii",222,1431603,"Pacific",6
"1795",1795,"HI","2020-06-13",NA,NA,17,0,"Hawaii",222,1431603,"Pacific",6
"1796",1796,"HI","2020-06-14",NA,NA,5,0,"Hawaii",222,1431603,"Pacific",6
"1797",1797,"HI","2020-06-15",NA,NA,8,0,"Hawaii",222,1431603,"Pacific",6
"1798",1798,"HI","2020-06-16",NA,NA,4,0,"Hawaii",222,1431603,"Pacific",6
"1799",1799,"HI","2020-06-17",NA,NA,4,0,"Hawaii",222,1431603,"Pacific",6
"1800",1800,"HI","2020-06-18",NA,NA,18,0,"Hawaii",222,1431603,"Pacific",6
"1801",1801,"HI","2020-06-19",NA,NA,27,0,"Hawaii",222,1431603,"Pacific",6
"1802",1802,"HI","2020-06-20",NA,NA,14,0,"Hawaii",222,1431603,"Pacific",6
"1803",1803,"HI","2020-06-21",NA,NA,11,0,"Hawaii",222,1431603,"Pacific",6
"1804",1804,"HI","2020-06-22",NA,NA,2,0,"Hawaii",222,1431603,"Pacific",6
"1805",1805,"HI","2020-06-23",NA,NA,3,0,"Hawaii",222,1431603,"Pacific",6
"1806",1806,"HI","2020-06-24",NA,NA,16,0,"Hawaii",222,1431603,"Pacific",6
"1807",1807,"HI","2020-06-25",NA,NA,15,0,"Hawaii",222,1431603,"Pacific",6
"1808",1808,"HI","2020-06-26",NA,NA,16,0,"Hawaii",222,1431603,"Pacific",6
"1809",1809,"HI","2020-06-27",NA,NA,-10,1,"Hawaii",222,1431603,"Pacific",6
"1810",1810,"HI","2020-06-28",NA,NA,27,0,"Hawaii",222,1431603,"Pacific",6
"1811",1811,"HI","2020-06-29",NA,NA,1,0,"Hawaii",222,1431603,"Pacific",6
"1812",1812,"HI","2020-06-30",NA,NA,33,0,"Hawaii",222,1431603,"Pacific",6
"1813",1813,"IA","2020-02-01",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1814",1814,"IA","2020-02-02",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1815",1815,"IA","2020-02-03",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1816",1816,"IA","2020-02-04",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1817",1817,"IA","2020-02-05",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1818",1818,"IA","2020-02-06",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1819",1819,"IA","2020-02-07",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1820",1820,"IA","2020-02-08",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1821",1821,"IA","2020-02-09",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1822",1822,"IA","2020-02-10",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1823",1823,"IA","2020-02-11",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1824",1824,"IA","2020-02-12",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1825",1825,"IA","2020-02-13",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1826",1826,"IA","2020-02-14",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1827",1827,"IA","2020-02-15",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1828",1828,"IA","2020-02-16",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1829",1829,"IA","2020-02-17",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1830",1830,"IA","2020-02-18",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1831",1831,"IA","2020-02-19",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1832",1832,"IA","2020-02-20",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1833",1833,"IA","2020-02-21",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1834",1834,"IA","2020-02-22",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1835",1835,"IA","2020-02-23",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1836",1836,"IA","2020-02-24",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1837",1837,"IA","2020-02-25",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1838",1838,"IA","2020-02-26",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1839",1839,"IA","2020-02-27",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1840",1840,"IA","2020-02-28",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1841",1841,"IA","2020-02-29",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1842",1842,"IA","2020-03-01",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1843",1843,"IA","2020-03-02",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1844",1844,"IA","2020-03-03",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1845",1845,"IA","2020-03-04",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1846",1846,"IA","2020-03-05",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1847",1847,"IA","2020-03-06",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1848",1848,"IA","2020-03-07",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1849",1849,"IA","2020-03-08",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1850",1850,"IA","2020-03-09",NA,NA,8,0,"Iowa",55,3123899,"Great Plains",3
"1851",1851,"IA","2020-03-10",NA,NA,6,0,"Iowa",55,3123899,"Great Plains",3
"1852",1852,"IA","2020-03-11",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1853",1853,"IA","2020-03-12",NA,NA,2,0,"Iowa",55,3123899,"Great Plains",3
"1854",1854,"IA","2020-03-13",NA,NA,1,0,"Iowa",55,3123899,"Great Plains",3
"1855",1855,"IA","2020-03-14",NA,NA,1,0,"Iowa",55,3123899,"Great Plains",3
"1856",1856,"IA","2020-03-15",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1857",1857,"IA","2020-03-16",NA,NA,5,0,"Iowa",55,3123899,"Great Plains",3
"1858",1858,"IA","2020-03-17",NA,NA,6,0,"Iowa",55,3123899,"Great Plains",3
"1859",1859,"IA","2020-03-18",NA,NA,9,0,"Iowa",55,3123899,"Great Plains",3
"1860",1860,"IA","2020-03-19",NA,NA,6,0,"Iowa",55,3123899,"Great Plains",3
"1861",1861,"IA","2020-03-20",NA,NA,0,0,"Iowa",55,3123899,"Great Plains",3
"1862",1862,"IA","2020-03-21",NA,NA,24,0,"Iowa",55,3123899,"Great Plains",3
"1863",1863,"IA","2020-03-22",NA,NA,22,0,"Iowa",55,3123899,"Great Plains",3
"1864",1864,"IA","2020-03-23",NA,NA,14,0,"Iowa",55,3123899,"Great Plains",3
"1865",1865,"IA","2020-03-24",NA,NA,18,1,"Iowa",55,3123899,"Great Plains",3
"1866",1866,"IA","2020-03-25",NA,NA,23,0,"Iowa",55,3123899,"Great Plains",3
"1867",1867,"IA","2020-03-26",NA,NA,34,0,"Iowa",55,3123899,"Great Plains",3
"1868",1868,"IA","2020-03-27",NA,NA,55,2,"Iowa",55,3123899,"Great Plains",3
"1869",1869,"IA","2020-03-28",NA,NA,64,0,"Iowa",55,3123899,"Great Plains",3
"1870",1870,"IA","2020-03-29",NA,NA,38,1,"Iowa",55,3123899,"Great Plains",3
"1871",1871,"IA","2020-03-30",NA,NA,88,2,"Iowa",55,3123899,"Great Plains",3
"1872",1872,"IA","2020-03-31",NA,NA,72,1,"Iowa",55,3123899,"Great Plains",3
"1873",1873,"IA","2020-04-01",NA,NA,52,2,"Iowa",55,3123899,"Great Plains",3
"1874",1874,"IA","2020-04-02",NA,NA,66,2,"Iowa",55,3123899,"Great Plains",3
"1875",1875,"IA","2020-04-03",NA,NA,85,0,"Iowa",55,3123899,"Great Plains",3
"1876",1876,"IA","2020-04-04",NA,NA,86,0,"Iowa",55,3123899,"Great Plains",3
"1877",1877,"IA","2020-04-05",NA,NA,83,6,"Iowa",55,3123899,"Great Plains",3
"1878",1878,"IA","2020-04-06",NA,NA,77,8,"Iowa",55,3123899,"Great Plains",3
"1879",1879,"IA","2020-04-07",NA,NA,103,1,"Iowa",55,3123899,"Great Plains",3
"1880",1880,"IA","2020-04-08",NA,NA,97,1,"Iowa",55,3123899,"Great Plains",3
"1881",1881,"IA","2020-04-09",NA,NA,125,0,"Iowa",55,3123899,"Great Plains",3
"1882",1882,"IA","2020-04-10",NA,NA,118,4,"Iowa",55,3123899,"Great Plains",3
"1883",1883,"IA","2020-04-11",NA,NA,121,3,"Iowa",55,3123899,"Great Plains",3
"1884",1884,"IA","2020-04-12",NA,NA,76,7,"Iowa",55,3123899,"Great Plains",3
"1885",1885,"IA","2020-04-13",NA,NA,124,0,"Iowa",55,3123899,"Great Plains",3
"1886",1886,"IA","2020-04-14",NA,NA,187,2,"Iowa",55,3123899,"Great Plains",3
"1887",1887,"IA","2020-04-15",NA,NA,98,10,"Iowa",55,3123899,"Great Plains",3
"1888",1888,"IA","2020-04-16",NA,NA,147,7,"Iowa",55,3123899,"Great Plains",3
"1889",1889,"IA","2020-04-17",NA,NA,191,4,"Iowa",55,3123899,"Great Plains",3
"1890",1890,"IA","2020-04-18",NA,NA,176,10,"Iowa",55,3123899,"Great Plains",3
"1891",1891,"IA","2020-04-19",NA,NA,392,1,"Iowa",55,3123899,"Great Plains",3
"1892",1892,"IA","2020-04-20",NA,NA,253,4,"Iowa",55,3123899,"Great Plains",3
"1893",1893,"IA","2020-04-21",NA,NA,481,4,"Iowa",55,3123899,"Great Plains",3
"1894",1894,"IA","2020-04-22",NA,NA,110,7,"Iowa",55,3123899,"Great Plains",3
"1895",1895,"IA","2020-04-23",NA,NA,177,6,"Iowa",55,3123899,"Great Plains",3
"1896",1896,"IA","2020-04-24",NA,NA,521,11,"Iowa",55,3123899,"Great Plains",3
"1897",1897,"IA","2020-04-25",NA,NA,645,5,"Iowa",55,3123899,"Great Plains",3
"1898",1898,"IA","2020-04-26",NA,NA,373,6,"Iowa",55,3123899,"Great Plains",3
"1899",1899,"IA","2020-04-27",NA,NA,396,9,"Iowa",55,3123899,"Great Plains",3
"1900",1900,"IA","2020-04-28",NA,NA,519,9,"Iowa",55,3123899,"Great Plains",3
